ID	QuestionBody	wikipediaURL	movieName
508	I could have sworn I saw this in elementary school in the 80s on VHS, it was mostly likely a production from that time or the 60s or 70s.  It’s not quite a movie, more like a short.  It could have been its own production, or part of a larger collection. Anyway, it’s set in a desert-region, probably the sahara or india, or somwhere over there……and there’s this arab prince or something, and i guess he’s wealthy to some extent, and he lives in this palace (or at least a very big house).  i think his father dies, and on his deathbed, his father tells him not to open “the door”, which is a big wooden door with iron hinges and locks, which features prominently in the house. now, why he never opened it before this, i’m not sure, but it’s been shut and/or locked until now, so whatever. anyway, his father dies, and the son is seen eating grapes or fruit or something and then he notices the door, and goes over and opens it. he goes down into a dungeon of sorts, and down a dark hallway and suddenly this big huge man with no shirt (kind of like the big bald guy that Indiana Jones fights in Raiders of the Lost Ark) appears out of nowhere, picks him up and dumps him in the middle of the desert for to be left for dead. i always wondered why he doesn’t just go back the way he came, or back to his palace (which is presumably close by) i don’t know.  but you get the impression he’s now a long way away from anything. so he crawls around the desert a bit, and then gets picked up by this beautiful princess and her entourage, and she has him come and stay with her in her palace, and life is great.  but the princess also warns the prince not to open “the door” — because she has a door in her palace living room that looks just like the one that he had!!  big wooden door with iron hinges and all. wtf. ok, so this guy is more curious than george, and he goes over and opens it, goes down the hallway, and suddenly the same big bald man appears and picks him up and dumps him out into the middle of the desert again. as he’s sitting there in the sand, he sees a vision of sorts of the princess riding off on the horizon with her entourage on camels, and she’s basically scolding him about opening the door, and now she’s not going to be with him. somehow, the prince ends up back in his palace again, and the final shot is of him sitting in the living room eating his grapes again, and the camera pans over to “the door”.   the narrator says something cryptic and spooky about having learned his lesson about the door or something like that. It sounds like it could have come from One Thousand and One Nights, or Ali Baba, or Sinbad, or Aladdin, but I have been thus far unable to determine what it was….	https://en.wikipedia.org/wiki/Storybook_International	Storybook International
346	So the movie was about a single mother of a daughter and a younger son (there maybe one more child or no) she hires a male housekeeper/nanny who she falls in love with. Theres a scene where the woman is taking a shower and dries herself on a wall that shoots out air or something and the man walks in by accident. The daughter is really withdrawn and wants to be a designer when she grows up. Theres even a scene where she puts on a home fashionshow where the man and the brother put on clothes she made. In the last scene theyre all sitting at a table and the man gets up to carve the turkey. Thats all i remember. Its probably an old movie. I saw it when i was really young.help?	https://en.wikipedia.org/wiki/Bob_the_Butler	Bob the Butler
394	I have not seen it for about 10 years, dont know any actors.. Movie covers few intertwined stories in kinda cold and depressing atmosphere. One of them is about a girl who works as maid, and she was involved in a traffic accident and recovers afterwards. The man she working for thought that she stole his watch as he couldnt find it, but it was in a drawer at his home. Another story portrays man going through divorce, and waves at some woman in another subway train at the end of the movie. Another bit i remember is man who has addict son and pays bail for him. Student asks his physics professor for better grade as he wants to study medicine but doesnt get it, and commits suicide(other students speculate it). Always happy fatty gets fired, but his ex-collegue finds him a new job which he is again happy with. One of their collegues wins a lottery and quits. Just very touching an subtle movie(as far as I remember) thank	https://en.wikipedia.org/wiki/Thirteen_Conversations_About_One_Thing	Thirteen Conversations About One Thing
449	Color, most likely. Possibly cartoon. I remember a girl was going to be married to someone, but she didn’t want to. She pretended to act disgusting when called down to dinner. She says things like “oh, food!” and starts eating it. The guards probably are staring at her and she looks up. “What are you looking at?” Eventually, she goes up on the chandeliers. “I always wanted to do this!” One of the servants looks up and says to himself “I always wanted to do that, too…” Then someone comes in and she stops.	https://en.wikipedia.org/wiki/Danny_Phantom	Danny Phantom
313	So I saw this movie my freshman year in art class. Black and white , some color and it was in english. It was about this little gilt that lived with her dad in a small apartment. She had a lot of drawings in her walls. She somehow she gets sucked into the drawing world and the girl from in there comes to her real word. In there there is a lot of fictional characters and I remember when she meets a dude with like a face like piccaso and they go to a library and the books fly she needs to be strong to hold them. There is a queen tjat is looking for her and the dude is taking her to her and when she finds the girl she is the princess so inside weird looking creatures dress her and do her makeup . They are in a castle type thing with legs and it’s just walking and the queen has like dark magic or something .   	https://en.wikipedia.org/wiki/MirrorMask	MirrorMask
525	Saw the trailer at a local theater some time ago: the main characters are a couple (with a cat i think?) and they are experiencing relationship  problems and kind of a dullness in their live. The woman looked like Annie Clark .                                  The couple kept repeating that they were already 5 years together and at one point the woman told an older woman about it in a dialogue with a meaning like this (roughly): Woman: I don’t understand, we’re already 5 years together, I mean we’re not at the beginning anymore. Older woman: 5 years is just the beginning.  	https://en.wikipedia.org/wiki/The_Future_(film)	The Future (film)
1081	I saw it around 2000s, it is a movie in color. There was these prisoner working outside maybe, digging something and the sheriff decided to kill them. and cover them in cement. They came back from the dead to kill the sheriff and also one of the prisoners son was in danger maybe.	https://en.wikipedia.org/wiki/Route_666_(film)	Route 666 (film)
467	I can’t remember whether or not the movie was subtitled but it was one of those stereotypical Asian fighting movies along the lines of House of the Flying Daggers but it was a total spoof. One of the most memorable moments was this female assassin was “transferring” her title and knowledge of fighting to a younger female assassin (the title was something about a white/green snake?) and they literally look at each other and a file download (think old microsoft pop up when you moved a file from one folder to another) popped up and showed the “data” being transferred from the older woman to the younger woman. I think it was made in the early 2000s, maybe late 90s.	https://en.wikipedia.org/wiki/The_White_Dragon_(film)	The White Dragon (film)
722	Asian cop in an old-style small village.  He trains his penis by thrusting it into a sandbag and putting it on a wooden block and hitting it with rocks.  It sounds pretty bad but it was a decent cop movie.	https://en.wikipedia.org/wiki/Hanzo_the_Razor	Hanzo the Razor
926	I rented this film in the early 2000’s.  It was in color, and may have been a Japanese film, but I can’t be sure.  The plot involves a series of murders, where the “killer” mysteriously gets other people to kill.  After the killings, this man disappears, and the people cannot remember why they killed who they did.  The first murder is a regular customer killing a prostitute.  When the police show up, the man is distraught because he has no memory of the murder. Before the second murder, a man meets the killer on a beach.  The killer says he is lost, I think, and so the man takes the killer home with him.  The man’s wife is asleep upstairs while the two of them engage in a strange conversation.  I think the killer mentions the color of the man’s wife’s niughtgown.  The man kills his wife, and then tries to kill himself when he realizes what he has done.  He first tries to kill himself by throwing himself out a window.  he then tries to kill himself in the police station by running head-first into a wall.  The cop chasing the killer has a sick wife, and eventually catches up to him.  However, I think the killer ends up escaping.	https://en.wikipedia.org/wiki/Cure_(film)	Cure (film)
1014	I’m searching for the name of a possibly Hong Kong Crime/Thriller from the 80’s or 90’s. The scene that I remember is A woman is coming downstairs at a hospital while a nurse carrying medicine/needle on a tray is walking upstairs. She follows the nurse, handgags the nurse and drags her into the very first room on that floor. In a few seconds, the woman comes out of the hospital room wearing the nurse’s clothes and hospital facial mask. (Probably carrying the tray too) The next scene shows nurse is tied up with virtually no clothes on and gagged. She struggled aggressively. The next scene shows some men in suits standing in the hallway outside a hospital room. I think the woman in disguised is trying to get inside to kill the hospitalized person. Anyone has any idea what movie this is?	https://en.wikipedia.org/wiki/Lady_Hunter:_Prelude_to_Murder	Lady Hunter: Prelude to Murder
240	Hello, this movie title will be a difficult one. It surely was an asian movie I used to watch when I was a kid at least 25 years ago. I am not sure about its age even back then but it was a color movie though. There was a sentient ship computer (or core) of a crashed/landed alien ship resembling a big emerald. There was a group of bad guys (the boss was a europan dude) who took it from the ship for some surely bad purpose. Then there was this group of young asian people trying to help it get back to the ship, but not before they had some fun with it. I remember the computer could alter reality for you when you were close enough to it – like this one time when one of the boys was voyeuring a girlfriend behind a window and asking the computer to make her strip down. It granted him the wish but in the end it appeared as if she was peeling away her skin to reveal a lizard one underneath, the dude was shocked and fell of a window. Then I remember the final fighting scene taking place in some ancient ruins where the ship was hidden and the evil boss using two sais (ninja weapons resembling small tridents).  The computer “died” in the end, but not before “giving birth” to its smaller successor. I tried to find it using google, searched a number of databases with sci-fi movies from 1960s-1990s with no success. But the databases are not that perfect as I did not notice them to list another movie from my childhood called “Gunhed/Ganheddo” from 1989. Any old-timer remembering this one? ?	https://en.wikipedia.org/wiki/The_Magic_Crystal	The Magic Crystal
862	The movie is set around 1920s-60s. There is a circus which most of the performers are freaks and thier boss is an old midget. There is a young girl who is a performer there was killed by her boyfriend (or so I think), her father rally the circus people to take vengeance on her killer. That is all I can remeber.	https://en.wikipedia.org/wiki/Carnivàle	Carnivàle
119	From what I remember it involved 3-4 astronauts.  One stays in orbit (a black man), while the others go to the surface of this planet. The ones on the surface are there to retrieve data (from probes perhaps?). The astronauts on the surface only have a limited time to collect this data and get back to the ship in orbit.  I think something happens to shorten their time there (a storm maybe?).  During this scene they were surrounded by water if I remember correctly. The female (possibly the crew leader?) keeps saying she can finish the data collection in time because it’ll be ages before they can get another chance.  She says this despite the warnings from her comrades to just leave.  Well, they miss their chance to get back to the ship in orbit. Now the kicker is that the time on the planet’s surface is vastly different to the time in orbit.  For instance, on the surface perhaps only a few hours pass, but in orbit several years pass.  I think it ends up being something like 20+ years to the man in orbit before the surface crew gets back. Anyone know what this movie is?  I watched it in the last 3 years, but I streamed it so the movie itself could be older.  Although I don’t think it would be more then say ten years old.  It’s in colour, an American film in English.	https://en.wikipedia.org/wiki/Interstellar_(film)	Interstellar (film)
1047	I saw this movie while I was in middle school, early 80s.  It was American.  A lab is working on a time machine, and the main scientist is an older woman.  They bring an ape, or maybe an early prehistoric man into the present.  It’s a serious movie, not a comedy or anything like that.  I remember that the woman forms a bond because the ape shows unusual intelligence and emotion, but other scientists are the generic uncaring types who want to dissect him or whatever.  The thing I remember the most is that the woman tries to escape from the lab with the ape, but they are chased by a helicopter, and I think getting shot at, and the only way to escape is for both of them to jump into the time machine chamber and she goes back to whatever-BC with the ape.  I have been trying to find this movie for years, with no luck!	https://en.wikipedia.org/wiki/The_Ugly_Little_Boy#Television_adaptation	The Ugly Little Boy#Television adaptation
934	I vaguely remember a bit weird Australian movie about a teenage girl who argued with her parents, her mom in particular. She kinda lived in her own world daydreaming and masturbating often. And there was a scene where her mother told her to set the table for lunch and as she was doing it she starts to rub her vagina on the corner of the table and closes her eyes in ecstasy and then her mom catches her doing it and is outraged. Think the movie is from the 90’s. Also, but not sure if I remember it correctly there was something about flies.	https://en.wikipedia.org/wiki/Fistful_of_Flies	Fistful of Flies
1049	I saw this movie in the early 90’s on tv.  I think the setting was in Australia.  The movie started in a single room school house in the outback when some thugs came and took them and led them to find something.  It  goes through their adventure of the school children of varying ages and their female teacher taking care of each other, surviving, aluding their captors and overcoming them.  I remember the final scene back in the school house with a body part in a glass container.  I loved the survival aspect of it and how they worked together.  I wish I could see it again.	https://en.wikipedia.org/wiki/Fortress_(1985_film)	Fortress (1985 film)
1077	So, the movie is about this weird virus or something that infects people, the infected people look for other people and try to vomit on them in order to infect them. There was this one scene I remember when the main female character (I think) was going somewhere, she tried to act so the infected wouldn’t notice her, but an infected policeman did, instead of infecting her he warned her to try not to be stressed and not to sweat. The movie has this motif about sweat, that the infected don’t sweat. I think the movie is from before 2008 and I’m pretty sure it’s English but I might be wrong.	https://en.wikipedia.org/wiki/The_Invasion_(film)	The Invasion (film)
369	One of its posters shows a man waving a sheet of white cloth. The movie is about two soldiers (probably), each is an enemy to the other. They are stuck to each other at the front line or something. They behaved as enemies to each other at the beginning, and eventually came to realize otherwise. I saw the movie like 15-18 years ago. I saw it on DVD but I think the movie was from around that time. I think it was an European movie, and not in English. I’ve been confused the movie with “Welcome to Salajevo” for a long time, which I saw around the same time.	https://en.wikipedia.org/wiki/No_Man%27s_Land_(2001_film)	No Man%27s Land (2001 film)
788	I saw only this scene, on YouTube or Vimeo a long time ago, it looked like an excerpt from a movie, they are in a bedroom, a woman and a guy (wich is tied to a chair), she for some reason needs to find out what is his “secret” or what turns him on, she said that she tried every kind of fetish and weird stuff but nothing worked, at an last attempt she start to talk to him about kids in a playground and then the gets excited, so her mission is “completed” and she takes a briefcase and leave.	https://en.wikipedia.org/wiki/Nymphomaniac_(film)	Nymphomaniac (film)
1054	I saw part of this film that my friend hired about 10 years ago and never got a chance to see the title. It was in full-color, English-speaking film. Mellow and a bit tragic in genre – probably rated M. The main character was quiet, young  guy (roughly 20) who was bald and very pale. There was something  slightly supernatural about him. Evident in a scene where he’s tagging along on a hunting trip. He strongly disapproves of the activity because of the killing and after seeing a deer be shot, but not fatally, he transfers the panicked feeling from the deer to the shooter by putting his hands on them both. The film ends with him (spoiler alert) running across  field under a thunder storm and being struck by lighting. Any help recalling this would be cool. Thanks in advance.	https://en.wikipedia.org/wiki/Powder_(film)	Powder (film)
666	Hello everyone. I usually visit this site to help find a film but today I need some help myself. The film I’m looking for is in color, made in Italy in the 1960’s, badly dubbed and colorful in that inimitable Italian SF way. I believe the title has letters or numbers in it, possibly something like “Spaceship XB-1.” It begins as a spy movie with Italian agents and possibly an american agent trying to keep something from Chinese agents. The Chinese agents are played for laughs. The movie also has scientists investigating an alien spaceship and when the ship opens up the spies and scientists are captured and abducted, taken on a journey across the cosmos by the aliens. The captain of the spaceship is a woman and she ends up learning about love with one of the humans. They travel across space and have encounters and adventures, eventually reaching the planet from whence the aliens came only to find it deserted with a monument explaining how they all destroyed themselves in a war. There’s a crappy model of an abandoned city with dust blowing through it and dramatic music (Beethoven if I remember correctly) intercut with them reading the monument. This is a very bad, very cheesey movie (as Italian scifi tends to be) and I am looking for it specifically to write a review for a b-movie site. Any help would be appreciated.	https://en.wikipedia.org/wiki/Star_Pilot	Star Pilot
108	I saw this movie in the 90s, it might be created between 1980 and 1995.  It was on VHS tape Colored US movie Plot: At the first half maybe at the beginning of the movie there was a princess/queen/sorceresses who dressed in long skirt in the colors of rainbow, she wasn’t a fighter, but she held something important according the plot Plot: At the second half of the movie a barbarian horde helped the princess to escape from the army of an evil emperor. Due the size of the army the barbarians (6-12 barbarian) remained one by one (sometimes two of them) to uphold the army in order to save time to the refugees. At the end of the movie I think only one or two man remained with the princess but they also scarified their lives in order to save the girl  My memories could be a little bit blurred, but I am quite sure about the characters (barbarians and the princess). Please help!	https://en.wikipedia.org/wiki/The_Barbarians_(1987_film)	The Barbarians (1987 film)
823	I remember watching this cartoon as a kid, and I’m pretty sure I had it on VHS. It kind of had a Barbie vibe, only the main character was a brunette. I think it was a few short movies in one. I remember one story was about the lady baby sitting a baby, and another where her and her friends went to the mall. Unfortunately I don’t remember much other then that, but I have been trying to figure it out for a while now.	https://en.wikipedia.org/wiki/Maxie%27s_World	Maxie%27s World
110	Saw this in about 2009. I think it starts out on a beach with a couple having a wedding, and the women loses her ring in shore but finds it later later and then sees a massive tsunami coming. I remember this guy and a women speeding in a car to try and get to some facility in time, and get pulled over by police, but lie to the officer that they’re on their way to a honey moon, which they are very excited about so he lets them off the hook. I remember they went over a tsunami in a speedboat. And there was this evil genius guy eating pineapple chunks in a dark room on a computer.. At the end the guy made it to this facility where they were going to launch these underwater missiles to cause a catastrophic tsunami and so he pretended to be one of them, and foiled their plans by adjusting something on a computer, and got beaten up after the bad guy found out what he was up to and told him to fix it at gun point. This good guy pointed at some consoles and told him to shoot them so he’d run out of ammo, to buy himself some time. And then the good guy and the bad guy were sitting there poetically together having a heart to heart accepting their impending doom. Just annoying me that I can’t find this movie, so thanks for any suggestions.	https://en.wikipedia.org/wiki/Killer_Wave	Killer Wave
361	It was the mid 90s, shown on a PBS channel. It was a highly dysfunctional Asian American family. There was a mother, father, twin brothers; one was a drug dealer with a girlfriend who turned out to be an space alien and the other stayed in his room alone with a rocking horse and masturbated to skinhead imagery, and a younger teenage sister who was slutty. Movie ends in a violent clash with skinheads, alien abduction, and a sleazy lawyer tricking the teenage girl into running away with him (he was going to exploit her in porn). There were a lot blurring of explicit scenes with the girl and some violent imagery. I was shocked as a teenager to find this on a PBS channel, but also fascinated to see a film starring Asian Americans and a really disturbing a bizarre plot (not a terrible film, acting was very decent). Haunts me to this day, really wish I could put a name to it.	https://en.wikipedia.org/wiki/Terminal_USA	Terminal USA
362	I remember seeing a move trailer several years ago, but I can’t remember exactly when it was playing.  The trailer (I THINK, because all this info is from memory) was a man talking over a speaker to someone who appeared to be in some sort of puzzle game/maze/weird environment with strange colors and a very bizarre esthetic.  I remember seeing a lot of bright colors and a guy with white hair-keep in mind this was a while ago and my memory of it isnt complete) I believe it was a foreign film but if I remember correctly, they were playing the trailer at some major american movie theaters.  It very much reminded me of A Clockwork Orange/Dark side of the moon type visual experience.  I think it was within the last 10 years but I could be wrong.  I have been trying to think of the name, which is possibly just one word, and it is driving me crazy! Please help!	https://en.wikipedia.org/wiki/Beyond_the_Black_Rainbow	Beyond the Black Rainbow
115	Netflix within three years ago. Colour. English. Cinematography suggests somewhere around the 90s. I saw a movie a while back and I can’t find it again. It was weird and dark, very Tim Burtony. It’s an inn or boardinghouse by the sea. The residents ate crappy food and that’s what kept them ill. They started eating better food and started getting better. There was a bit about a boat at the end of the pier, but I can’t remember. I think that’s how people got off the island that the inn was on?	http://en.wikipedia.org/wiki/Guest_House_Paradiso	Guest House Paradiso
1041	I saw a clip on facebook from a black and white unknown charlie chaplin sort of movie in which there is sort of hilarious mayham when two people wearing a horse or mule costume are running around and people are trying to catch them and they kick a few individuals probably guards and finally run away in same horse costume riding a bicycle. Can anybody please tell me which movie was that which has got this scene. Thanks and regards	https://en.wikipedia.org/wiki/Another_Fine_Mess	Another Fine Mess
880	All I remember is that people stand in the lobby of the hotel and wait for the elevator for a long time and they are all pissed off, and there is a dial that shows which floor the elevator is on which keeps going up and down. I do not remember what reason the angels have to come down.	https://en.wikipedia.org/wiki/The_Horn_Blows_at_Midnight	The Horn Blows at Midnight
145	I first saw this film on the tv’s late late show of old movies in the 1970s and then again on television on what was one of very first dates in college with  my husband of 25 years.  It was black and white movie about a small group becoming stranded on a island. Somehow a small number can be rescued as the group realizes the cannibals are closing in.  An older couple and the anti hero (who I think was Peter Lorrie) are left behind with a gun with two bullets. The closing scene is the sound of two gun fire shots as the cannibals move in as the other group is rescued to safety. Thanks!!!	https://en.wikipedia.org/wiki/Five_Came_Back	Five Came Back
547	2 girls get lost and come upon an old house.  the owner takes them in but they don’t know locked in the cellar is his incest son who is a humongous maniac	https://en.wikipedia.org/wiki/The_Unseen_(1980_film)	The Unseen (1980 film)
178	I remember a scene in which a man, possibly Gene Hackman, is attacked in his home by a mob or group of men armed with a blowtorch. They hold him down on a four postered bed and burn his face, killing him.  It was gruesome. What was this film?	https://en.wikipedia.org/wiki/Eureka_(1983_film)	Eureka (1983 film)
436	This movie might be a children’s movie from the 70’s.It was possibly called Bluebird? A fairy Tale story about a woman possibly called Bluebird?A corny movie,cheesy set design and I watched it several times as a kid.Loved it then..curious to find more about it,and the Title.	https://en.wikipedia.org/wiki/The_Blue_Bird_(1976_film)	The Blue Bird (1976 film)
322	All I can remember from this movie (could of been a TV movie) is that there is a guy was tryin to fix a spot on the Mona Lisa Painting with blue paint and ends up covering the whole picture with it and is freaking out. He covers the painting in a cart with some cloth as hes moving down a hallway very nervous. If anyone has any suggestions I would be very much obliged. This has been driving me nuts for about 5-7 yrs now.	https://en.wikipedia.org/wiki/Bean_(film)	Bean (film)
674	I have very few memories from this movie.  The problem is I thought it was called Blazing Saddles and that’s clearly not the case.  Probably saw it on TV.  90s or early 2000s.  An older man (main character) has sex with a woman (younger) and he’s wearing cowboy boots while he does it.  Her legs might be in the air.   I think it might have taken place in the south.  Kind of an obnoxious spoof sort of movie maybe.  I have a vague recollection of a “Boss Hog” sort of feel only a thin man.	https://en.wikipedia.org/wiki/Blaze_(1989_film)	Blaze (1989 film)
266	This memory isn’t even mine this is for my wife. anyway, theres apparently this lesbian couple and one of them talks jokingly about how she misses having a penis so the other lesbian takes it seriously and gets a sex operation but it’s really bad and botched and she goes to see her girlfriend and she freaks out and is talking about how it was a joke and she didn’t mean it and she loved her the way she was. Please help?:(	https://en.wikipedia.org/wiki/Desperate_Living	Desperate Living
702	Hi, I spend almost 10 years of finding the movie title, but cant find it anywhere, it is really frustrating. I saw the movie when i was 13 i believe (1995) . It was english spoken and in color it involves an adolescent boy that lives in a shitty house and his mother is on drugs. In the end he burned the house down with his mother still insight, the kid was completly insane and smoked ciggarettes ( i think he was 14 or 15 years old) i believe he was a red haired white boy that walked much in the movie with a hoodie on (grey)  …   My memory of this movie goes away with the years …  .. I know it was a really f*cked up movie when i saw it, and i wanna see it again .. If you have anny idea please let me know .. Dennis	https://en.wikipedia.org/wiki/Little_Criminals_(film)	Little Criminals (film)
549	I recall a movie I saw the last quarter of on TV back in the early 90’s.  It wasn’t of great quality, and I didn’t love it or anything, but it’s memory stuck with me.  I thought the name was ‘The Scribe” or “The Herald” of what I watched a boy with a dark cloak and 3 I think gentlemen following him, escaped a medieval style Hell,  I recall seeing some rather freakish sights behind them as they climbed into a cave where behind them was fire and lava, and a flying skeleton demon coming after them.  They proceeded to rush through the cave and find themselves in the sewer of a city in the states, where they seem to be on a quest to get to a specific chapel, before the demons snatch them back and kill them.  I think the boy dies at the end along with the men.  The tone of the movie was dark of course. If someone remembers and can help me out, that’d be great	https://en.wikipedia.org/wiki/The_Navigator:_A_Medieval_Odyssey	The Navigator: A Medieval Odyssey
429	This is a movie I saw about 10 years ago, it was in English with colour. It was about a kid who is on some train (I think it might have been some locomotive) and he is in a compartment with two other guys. Eventually the kid falls asleep and dreams that some one is after him for some reason. The two guys in the compartment are also in his dream and can change into some big dogs. They are also after him. I do not know what else happens in the dream, but at the end of the movie the kid wakes up and is all like ‘oh, it was just a dream’! The two other guy in the compartment get off and the boy sees them walking across some fields and then they turn into dogs for a split second before they are gone. That is all I remember of the movie. I also remember that it left me feeling kinda scared	https://en.wikipedia.org/wiki/The_Box_of_Delights_(TV_series)	The Box of Delights (TV series)
1091	I remember watching this movie on TV in the late 80’s (possibly early 90’s). It was in English and in colour. I can only remember the beginning and the end. There were two boys (in their early teens) and one was in love with his teacher. The best friend was a science geek and invented a machine that ages things (demonstrated by growing a plant from seed in a few seconds). The machine was used on boy number 1 and turned him into an adult. He used this opportunity to become a substitute teacher at the school to get closer to his teacher. It ended with boy 1 at his normal age. He goes to class and his teacher is sitting in his best friend’s desk. She is turned into a girl his age and his best friend enters the classroom as an adult to fill in for her. He starts giving a lecture by holding up a seed and says something about possibilities. I have been trying to figure out this one on my own for years with no luck.	https://en.wikipedia.org/wiki/14_Going_on_30	14 Going on 30
710	I remember this (Japanese?) animated movie that I watched about 15 years ago on TV… It is about a boy who “finds” a swimming baby dinosaur (don’t know exactly what the species is called – it’s the Nessy type, I think!) – maybe it’s an egg first and hatches later. The dinosaur’s mother has been stranded on the beach of an (tropical?) island or some coast and its HUUUGE carcass/skeleton is discovered by the public! Later on, the baby dinosaur is abducted by some scientists, but the boy is able to rescue it and punches one of them in the face (or something along those lines). Sadly, that’s all I can remember. Can you help me? ?	https://en.wikipedia.org/wiki/T?i_Umi_kara_Kita_Coo	T?i Umi kara Kita Coo
280	I saw this movie a while ago probably early to mid 90’s. I can remember that it was a coming of age film with these boys who are growing up in I think the 50’s maybe New York. The scene that has always stuck with me was when this boy was sweeping up in this house I seem to remember it being in a basement. This older woman comes in and propositions this young boy by telling him to go up stairs to her room to get some money on the night stand, I think she’s a lonely doctors wife. The kid runs away I think.	https://en.wikipedia.org/wiki/Two_Bits	Two Bits
562	Two kids (both boys) are seen playing in a bedroom and with a gun that one of the kids found (I believe in that room).  The boy shoots him (who he was friends with) accidentally and it ends up killing him. I remember the boy that was shot falling into the closet and just laying there. After, police end up coming and I believe they start questioning the kid. Both the kids were young, I say early teens if not younger. I’m really not sure whether it was a movie or part of a tv show.	https://en.wikipedia.org/wiki/Lifestories:_Families_in_Crisis	Lifestories: Families in Crisis
854	hello guys, its my first post here. i am describing as much as details i can remember to know the movie name. so please help so i saw the trailer of this  movie sometime in 2016 or 2017. its goes like few guys go out for a nightout and they go to a club, possibly a strip club, could be a brothel also. here, one of these guys finds a girl/woman who is held in a hostage like situation and she pleads him for help. once he does help her out, she unleashes a disaster at the place. she has a tail from what i can remember and is not a normal human being. the guy is terrified and they breakout of the place. the owner of the place who had locked her goes on hunting for the woman. thats all i could recollect. please help in finding the name of the movie. its not a big budget movie. thanks.	https://en.wikipedia.org/wiki/Siren_(film)	Siren (film)
899	This movie was in full color, in English, and I watched it sometime in October of this year. This boy had to stay with a strange family; the father was a doctor, which I remember because the daughter of the family played doctor with the boy by using her father’s shock therapy equipment (but they didn’t have time to electrocute him). The girl and the guy were planning on running away together by the end of the movie, though I’m not sure if they went through with this plan. The boy’s mother is schizophrenic; there was one scene where all of the silver and tableware had been set on the lawn, and another where she was hallucinating that it was snowing inside her house. Any ideas?	https://en.wikipedia.org/wiki/Running_with_Scissors_(film)	Running with Scissors (film)
824	I remember it was like in the 2000’s and it was on the tele. It was about 2 boys and one of them got hte power to slow down time and im pretty sure he started to grow a lot faster and later on he gets hunted down by aliens because i think he took something of theirs which gave him the powers. If you think you know what this is please comment.	https://en.wikipedia.org/wiki/Skyrunners	Skyrunners
621	The movie has 2 best friends who go to school together, one invents a machine to make fruit/vegetables really big (trying to solve world hunger I think) and the other friend then uses it on himself to become an adult. He then goes to the school and is mistaken for a teacher/head teacher? He falls in love with the teacher he had a crush on and she falls in love with him. Eventually he gets turned back into a teenage boy – but it all ends happily when she gets turned into a teenage school girl… and I think the genius best friend turns himself into an adult. I watched this in the early 90’s so my guess is that it was made sometime from the mid 80’s on.	https://en.wikipedia.org/wiki/14_Going_on_30	14 Going on 30
727	I remember a cartoon movie about a boy who’s town and mother got captured by colorful hyenas that go by a specific name. He had to go on this long journey to find a wizard who could defeat the hyenas, and along the way he met a wolf who turns into a human, a little pink bunny-like creature, and a guy with a mosquito living on his shoulder.  The bunny guy comes upon  a tribe of Indian guys who worship him because he looks like their god. They eventually found the wizard, but before they met him/her the mosquito guy said that wizards are old guys with long beards. They meet the wizard who turns out to be a little girl. They ask her to defeat the hyenas, and she gives him a mirror. He realizes that he has the power inside him to defeat the hyenas. He releases his whole town and his mother and they all live. That’s all that I remember. This will bug me until I remember.	https://en.wikipedia.org/wiki/A_Warrior%27s_Tail	A Warrior%27s Tail
907	british 1960’s color psycho-drama- seen on local bronx new york televison circa 1968-70. man beats daughter with a cane/stick. mother and daughter plan to kill him.	https://en.wikipedia.org/wiki/The_Corpse	The Corpse
337	I would like to find out the name of a film I saw years ago. It was one of those late 1950’s or early 1960’s British crime films. It was in black and white. One of the early scenes is the ringleader sends out half a banknote to a handful of criminals with a letter telling them that they can get the other half of the banknote if they meet up at a rendezvous. The plan is to then either to retrieve some previously hidden cash stash or do another robbery….I can’t quite remember the plot. Possibly Jack Warner? Any help appreciated Thanks Dave	https://en.wikipedia.org/wiki/The_League_of_Gentlemen_(film)	The League of Gentlemen (film)
661	In this film someone searches for something via secret clues that are left in black and white newsreels from the 1930s (such as, I think, “Hop Picking in Kent”). Each of the newsreels ends with the name of the next newsreel to find. I am not sure whether the protagonist ever finds what they want. It gets hectic and confusing… I remember one scene: the archive where they look for the film is an old underground government bunker situated in the middle of London, near Hyde Park.	https://en.wikipedia.org/wiki/Hidden_City_(film)	Hidden City (film)
983	The film I recall I saw late-night on TV in the early 80s.  Set in World War Two, I recall the TV magazine gave the date it was made as 1970 or ’71, maybe ’72.  The opening scene has a man in military uniform with a black beard at somewhere like a military camp, possibly as a prisoner.  He has flashbacks to some sort of brutal scenes.  The flashbacks show as split-second images, interspersed with images of him staring into space as he sits alone in a room.  In one of them, we glimpse a woman with a blood on her being manhandled.  In another flashback, we see someone-perhaps the woman-being violently punched in the face.  If I recall rightly, the man wants revenge for what he recalls. I think the film was British or maybe European with a British lead actor, not American.  Does it sound familiar?	https://en.wikipedia.org/wiki/Underground_(1970_film)	Underground (1970 film)
294	This movie haunts me. In the movie, there is a brother and sister that live in a trailer. The brother is very bad and it is revealed later that he raped his sister. At some point he forces her to be the get away driver for him after he robs a bank. The sister is saved by a friend of the brother and the brother ends up being shot in a shoot out between him and the police at his trailer. Random details that I remember: -a wanted poster goes up and the sister ends up cutting her long hair short -the guy the saves her, I think, was trying to buy a car from her brother Thanks for any input!	https://en.wikipedia.org/wiki/F.T.W._(film)	F.T.W. (film)
